match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|bolivar|ca nacional potosi|2026-05-14,odds_api_io,70379164,soccer,Bolivia - Division Profesional,Club Bolivar,CA Nacional Potosi,2026-05-14T00:00:00+00:00,mid,"{""competition"": ""Bolivia - Division Profesional"", ""odds_api_io_id"": 70379164, ""raw_event"": {""away"": ""CA Nacional Potosi"", ""awayId"": 47700, ""date"": ""2026-05-14T00:00:00Z"", ""home"": ""Club Bolivar"", ""homeId"": 7059, ""id"": 70379164, ""league"": {""name"": ""Bolivia - Division Profesional"", ""slug"": ""bolivia-division-profesional""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше,under,,2.75,,Betfair Exchange,odds_api_io,67.12,57.78,50.38,,,70.84,,,xg_total,117.147,1.473,0.94,,clubelo,,insufficient_history,,,,,,
soccer|america|guadalajara|2026-05-14,day_inventory,71453180,soccer,Mexico - U21 Liga MX,Guadalajara,Club America,2026-05-14T00:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-14.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-13T23:01:56.128855+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""71453180"", ""odds_api_io"": ""71453180""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""71453180""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|bolivar|nacional potosi|2026-05-14,day_inventory,soccer|bolivar|nacional potosi|2026-05-14,soccer,Unknown,Bolívar,Nacional Potosí,2026-05-14T00:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""core_inventory"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": true, ""context_2plus_sources"": false, ""context_sources_count"": 2, ""fixture_core"": true, ""fixture_source_2plus"": false, ""form"": true, ""form_sources_count"": 2, ""news"": false, ""odds"": false, ""odds_2plus_sources"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": true, ""xg_sources_count"": 2}, ""day_inventory_path"": "".data/day_inventory/2026-05-14.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-13T21:01:36.644113+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""soccer|bolivar|nacional potosi|2026-05-14"", ""sstats"": ""1538378""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""soccer|bolivar|nacional potosi|2026-05-14"", ""provider_source_ids"": {""sstats"": ""1538378""}, ""sources_seen"": ""sstats"", ""sstats_has_context_hint"": true, ""sstats_status"": ""2""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|canadian|danubio montevideo|2026-05-14,day_inventory,71428438,soccer,"Uruguay - Primera Division, Women",Canadian,Danubio FC Montevideo,2026-05-14T00:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-14.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-13T23:01:56.128953+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""71428438"", ""odds_api_io"": ""71428438""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""71428438""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|austin 2|colorado rapids 2|2026-05-14,odds_api_io,68156608,soccer,USA - MLS Next Pro,Colorado Rapids 2,Austin FC II,2026-05-14T00:00:00+00:00,mid,"{""competition"": ""USA - MLS Next Pro"", ""odds_api_io_id"": 68156608, ""raw_event"": {""away"": ""Austin FC II"", ""awayId"": 999245, ""date"": ""2026-05-14T00:00:00Z"", ""home"": ""Colorado Rapids 2"", ""homeId"": 885969, ""id"": 68156608, ""league"": {""name"": ""USA - MLS Next Pro"", ""slug"": ""usa-mls-next-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше,under,,2.5,,BzzoiroConsensus,bzzoiro,55.79,49.73,44.03,,,82.31,,,xg_total,55.679,1.31,1.175,,ensemble,,insufficient_history,,,,,,
soccer|cincinnati 2|huntsville city|2026-05-14,odds_api_io,68156610,soccer,USA - MLS Next Pro,Huntsville City FC,FC Cincinnati 2,2026-05-14T00:00:00+00:00,mid,"{""competition"": ""USA - MLS Next Pro"", ""odds_api_io_id"": 68156610, ""raw_event"": {""away"": ""FC Cincinnati 2"", ""awayId"": 885981, ""date"": ""2026-05-14T00:00:00Z"", ""home"": ""Huntsville City FC"", ""homeId"": 999247, ""id"": 68156610, ""league"": {""name"": ""USA - MLS Next Pro"", ""slug"": ""usa-mls-next-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше,under,,3.0,,pinnacle,sstats,72.94,61.52,50.91,,,81.46,,,xg_total,60.919,1.326,1.304,,ensemble,,insufficient_history,,,,,,
soccer|minnesota united 2|portland timbers 2|2026-05-14,odds_api_io,68156612,soccer,USA - MLS Next Pro,Portland Timbers II,Minnesota United FC 2,2026-05-14T00:00:00+00:00,mid,"{""competition"": ""USA - MLS Next Pro"", ""odds_api_io_id"": 68156612, ""raw_event"": {""away"": ""Minnesota United FC 2"", ""awayId"": 885973, ""date"": ""2026-05-14T00:00:00Z"", ""home"": ""Portland Timbers II"", ""homeId"": 206007, ""id"": 68156612, ""league"": {""name"": ""USA - MLS Next Pro"", ""slug"": ""usa-mls-next-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше,under,,3.0,,bet365,sstats,78.19,61.88,46.14,,,84.1,,,xg_total,101.311,1.179,1.157,,ensemble,,insufficient_history,,,,,,
soccer|ahfc royals|houston|2026-05-14,odds_api_io,69090816,soccer,USA - USL League Two,Houston FC,AHFC Royals,2026-05-14T00:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""odds_api_io_id"": 69090816, ""raw_event"": {""away"": ""AHFC Royals"", ""awayId"": 434116, ""date"": ""2026-05-14T00:00:00Z"", ""home"": ""Houston FC"", ""homeId"": 334471, ""id"": 69090816, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|almaden|project 51o|2026-05-14,odds_api_io,69090814,soccer,USA - USL League Two,Project 51O,Almaden FC,2026-05-14T00:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""odds_api_io_id"": 69090814, ""raw_event"": {""away"": ""Almaden FC"", ""awayId"": 1107791, ""date"": ""2026-05-14T00:00:00Z"", ""home"": ""Project 51O"", ""homeId"": 677599, ""id"": 69090814, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|miami|weston|2026-05-14,odds_api_io,69090812,soccer,USA - USL League Two,Weston FC,Miami AC,2026-05-14T00:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""odds_api_io_id"": 69090812, ""raw_event"": {""away"": ""Miami AC"", ""awayId"": 585825, ""date"": ""2026-05-14T00:00:00Z"", ""home"": ""Weston FC"", ""homeId"": 334483, ""id"": 69090812, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
