segment,count,wins,losses,stake,pnl,roi_pct,hit_rate_pct,avg_odds,avg_predicted_probability,hit_rate_probability,calibration_delta_probability,brier_score
bookmaker:bet365,28,14,14,28.0,4.69,16.75,50.0,2.337,0.4984,0.5,0.0016,0.24284
bookmaker:betfair exchange,2,1,1,2.0,-0.16,-8.0,50.0,1.91,0.5384,0.5,-0.0384,0.23241
bookmaker:unibet,7,3,4,7.0,0.01,0.14,42.86,2.279,0.4855,0.4286,-0.0569,0.25944
context:bzzoiro,2,1,1,2.0,-0.09,-4.5,50.0,2.079,0.5601,0.5,-0.0601,0.21274
context:clubelo,15,8,7,15.0,3.68,24.53,53.33,2.341,0.489,0.5333,0.0443,0.25336
context:ensemble,19,9,10,19.0,1.95,10.26,47.37,2.32,0.4929,0.4737,-0.0192,0.23592
context:thesportsdb,1,0,1,1.0,-1.0,-100.0,0.0,1.85,0.61,0.0,-0.61,0.3721
family:btts,12,5,7,12.0,-1.62,-13.5,41.67,2.147,0.4975,0.4167,-0.0809,0.23802
family:dnb,7,4,3,7.0,3.07,43.86,57.14,2.486,0.4909,0.5714,0.0805,0.26559
family:h2h,6,4,2,6.0,3.43,57.17,66.67,2.438,0.4482,0.6667,0.2184,0.26151
family:teamTotals,1,1,0,1.0,1.1,110.0,100.0,2.1,0.5021,1.0,0.4979,0.2479
family:totals,11,4,7,11.0,-1.44,-13.09,36.36,2.301,0.5302,0.3636,-0.1666,0.23165
league:other,5,4,1,5.0,4.54,90.8,80.0,2.358,0.5708,0.8,0.2292,0.19356
league:preferred,17,10,7,17.0,5.47,32.18,58.82,2.265,0.4891,0.5882,0.0992,0.25389
league:secondary,15,4,11,15.0,-5.47,-36.47,26.67,2.327,0.4841,0.2667,-0.2175,0.2531
market:btts:no,1,0,1,1.0,-1.0,-100.0,0.0,2.48,0.4372,0.0,-0.4372,0.19114
market:btts:yes,11,5,6,11.0,-0.62,-5.64,45.45,2.116,0.503,0.4545,-0.0485,0.24228
market:dnb:away,2,2,0,2.0,3.25,162.5,100.0,2.625,0.4536,1.0,0.5464,0.30166
market:dnb:home,5,2,3,5.0,-0.18,-3.6,40.0,2.431,0.5059,0.4,-0.1059,0.25116
market:h2h:away,2,2,0,2.0,2.65,132.5,100.0,2.325,0.4614,1.0,0.5386,0.2927
market:h2h:home,4,2,2,4.0,0.78,19.5,50.0,2.495,0.4416,0.5,0.0584,0.24592
market:teamTotals:under,1,1,0,1.0,1.1,110.0,100.0,2.1,0.5021,1.0,0.4979,0.2479
market:totals:under,11,4,7,11.0,-1.44,-13.09,36.36,2.301,0.5302,0.3636,-0.1666,0.23165
odds:1.70-2.04,7,3,4,7.0,-1.45,-20.71,42.86,1.883,0.5755,0.4286,-0.147,0.25004
odds:2.05-2.74,25,13,12,25.0,5.49,21.96,52.0,2.331,0.4854,0.52,0.0346,0.25033
odds:2.75-3.49,5,2,3,5.0,0.5,10.0,40.0,2.75,0.4531,0.4,-0.0531,0.21438
prob:35-40,1,1,0,1.0,1.75,175.0,100.0,2.75,0.3983,1.0,0.6017,0.36204
prob:40-45,9,3,6,9.0,-1.62,-18.0,33.33,2.576,0.4317,0.3333,-0.0983,0.23477
prob:45-50,11,5,6,11.0,0.78,7.09,45.45,2.315,0.4712,0.4545,-0.0167,0.2516
prob:50-55,7,3,4,7.0,-0.25,-3.57,42.86,2.133,0.5147,0.4286,-0.0861,0.25836
prob:55-60,5,3,2,5.0,1.79,35.8,60.0,2.188,0.5771,0.6,0.0229,0.24546
prob:60-65,4,3,1,4.0,2.09,52.25,75.0,1.985,0.6187,0.75,0.1313,0.20053
